Column,update_date,update_hour,Update_datetime,Country,Province_City,State_Region,Latitude,Longitude,Confirmed,Deaths,Recovered
3169,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,SC,397.837.304,-1.004.458.825,13,0,0
3170,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,SD,397.837.304,-1.004.458.825,8,1,0
3171,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,TN,397.837.304,-1.004.458.825,26,0,0
3172,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,TX,397.837.304,-1.004.458.825,43,0,0
3173,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,UT,397.837.304,-1.004.458.825,9,0,0
3174,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,VT,397.837.304,-1.004.458.825,2,0,0
3175,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,VA,397.837.304,-1.004.458.825,30,0,0
3176,11/03/2020,20:00:00,11/03/2020 20:00,US,Washington DC,DC,397.837.304,-1.004.458.825,568,37,1
3177,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,WV,397.837.304,-1.004.458.825,0,0,0
3178,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,WI,397.837.304,-1.004.458.825,19,0,1
3179,11/03/2020,20:00:00,11/03/2020 20:00,US,Unknown,WY,397.837.304,-1.004.458.825,1,0,0
3180,14/03/2020,22:13:19,14/03/2020 22:13,US,Washington DC,DC,397.837.304,-1.004.458.825,572,37,1
3181,14/03/2020,22:13:32,14/03/2020 22:13,US,Unknown,NY,397.837.304,-1.004.458.825,525,2,0
3182,14/03/2020,22:13:32,14/03/2020 22:13,US,Unknown,CA,397.837.304,-1.004.458.825,340,5,6
3183,14/03/2020,22:13:19,14/03/2020 22:13,US,Unknown,MA,397.837.304,-1.004.458.825,138,0,1
3184,14/03/2020,22:13:32,14/03/2020 22:13,US,Unknown,CO,397.837.304,-1.004.458.825,101,1,0
3185,14/03/2020,22:13:32,14/03/2020 22:13,US,Unknown,LA,397.837.304,-1.004.458.825,77,1,0
3187,14/03/2020,22:13:32,14/03/2020 22:13,US,Unknown,NJ,397.837.304,-1.004.458.825,69,1,0
3188,14/03/2020,17:53:03,14/03/2020 17:53,US,Unknown,GA,397.837.304,-1.004.458.825,66,1,0
3189,14/03/2020,22:33:04,14/03/2020 22:33,US,Unknown,IL,397.837.304,-1.004.458.825,64,0,2
3190,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,TX,397.837.304,-1.004.458.825,57,0,0
3191,14/03/2020,18:53:03,14/03/2020 18:53,US,Unknown,PA,397.837.304,-1.004.458.825,47,0,0
3193,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,VA,397.837.304,-1.004.458.825,41,1,0
3194,14/03/2020,16:33:03,14/03/2020 16:33,US,Unknown,OR,397.837.304,-1.004.458.825,32,0,0
3195,14/03/2020,22:33:04,14/03/2020 22:33,US,Unknown,TN,397.837.304,-1.004.458.825,32,0,0
3196,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,WI,397.837.304,-1.004.458.825,27,0,1
3197,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,MD,397.837.304,-1.004.458.825,26,0,0
3198,14/03/2020,18:53:03,14/03/2020 18:53,US,Unknown,OH,397.837.304,-1.004.458.825,26,0,0
3199,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,MI,397.837.304,-1.004.458.825,25,0,0
3200,14/03/2020,18:13:23,14/03/2020 18:13,US,Unknown,NC,397.837.304,-1.004.458.825,24,0,0
3201,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,CT,397.837.304,-1.004.458.825,22,0,0
3203,14/03/2020,18:53:03,14/03/2020 18:53,US,Unknown,MN,397.837.304,-1.004.458.825,21,0,0
3204,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,NV,397.837.304,-1.004.458.825,21,0,0
3205,14/03/2020,18:53:03,14/03/2020 18:53,US,Unknown,RI,397.837.304,-1.004.458.825,20,0,0
3206,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,SC,397.837.304,-1.004.458.825,19,0,0
3207,13/03/2020,23:53:03,13/03/2020 23:53,US,Unknown,IA,397.837.304,-1.004.458.825,17,0,0
3208,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,IN,397.837.304,-1.004.458.825,16,0,0
3209,13/03/2020,23:53:03,13/03/2020 23:53,US,Unknown,KY,397.837.304,-1.004.458.825,14,0,0
3210,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,NE,397.837.304,-1.004.458.825,14,0,0
3211,14/03/2020,18:13:23,14/03/2020 18:13,US,Unknown,AZ,397.837.304,-1.004.458.825,12,0,1
3212,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,AR,397.837.304,-1.004.458.825,12,0,0
3213,11/03/2020,22:53:03,11/03/2020 22:53,US,Washington DC,DC,397.837.304,-1.004.458.825,10,0,0
3214,14/03/2020,00:13:05,14/03/2020 00:13,US,Unknown,NM,397.837.304,-1.004.458.825,10,0,0
3215,14/03/2020,18:53:03,14/03/2020 18:53,US,Unknown,UT,397.837.304,-1.004.458.825,10,0,0
3216,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,SD,397.837.304,-1.004.458.825,9,1,0
3217,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,KS,397.837.304,-1.004.458.825,8,1,0
3218,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,NH,397.837.304,-1.004.458.825,7,0,0
3219,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,AL,397.837.304,-1.004.458.825,6,0,0
3220,14/03/2020,18:13:20,14/03/2020 18:13,US,Unknown,DE,397.837.304,-1.004.458.825,6,0,0
3221,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,MS,397.837.304,-1.004.458.825,6,0,0
3222,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,MT,397.837.304,-1.004.458.825,5,0,0
3223,14/03/2020,22:33:04,14/03/2020 22:33,US,Unknown,VT,397.837.304,-1.004.458.825,5,0,0
3224,14/03/2020,19:53:03,14/03/2020 19:53,US,Unknown,HI,397.837.304,-1.004.458.825,4,0,0
3225,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,MO,397.837.304,-1.004.458.825,4,0,0
3226,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,OK,397.837.304,-1.004.458.825,4,0,0
3227,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,ME,397.837.304,-1.004.458.825,3,0,0
3229,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,ID,397.837.304,-1.004.458.825,2,0,0
3230,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,WY,397.837.304,-1.004.458.825,2,0,0
3231,12/03/2020,09:33:03,12/03/2020 09:33,US,Unknown,ND,397.837.304,-1.004.458.825,1,0,0
3232,14/03/2020,16:15:18,14/03/2020 16:15,US,Unknown,VI,397.837.304,-1.004.458.825,1,0,0
3233,10/03/2020,02:33:04,10/03/2020 02:33,US,Unknown,WV,397.837.304,-1.004.458.825,0,0,0
3234,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,NY,397.837.304,-1.004.458.825,732,3,0
3235,15/03/2020,02:13:21,15/03/2020 02:13,US,Washington DC,DC,397.837.304,-1.004.458.825,643,40,1
3236,15/03/2020,18:33:03,15/03/2020 18:33,US,Unknown,CA,397.837.304,-1.004.458.825,426,6,6
3237,14/03/2020,22:13:19,14/03/2020 22:13,US,Unknown,MA,397.837.304,-1.004.458.825,164,0,1
3239,14/03/2020,22:13:32,14/03/2020 22:13,US,Unknown,CO,397.837.304,-1.004.458.825,131,1,0
3240,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,GA,397.837.304,-1.004.458.825,99,1,0
3241,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,LA,397.837.304,-1.004.458.825,91,2,0
3242,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,NJ,397.837.304,-1.004.458.825,98,2,0
3243,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,IL,397.837.304,-1.004.458.825,93,0,2
3244,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,TX,397.837.304,-1.004.458.825,72,0,0
3245,14/03/2020,18:53:03,14/03/2020 18:53,US,Unknown,PA,397.837.304,-1.004.458.825,66,0,0
3247,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,VA,397.837.304,-1.004.458.825,45,1,0
3248,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,OR,397.837.304,-1.004.458.825,36,1,0
3249,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,MN,397.837.304,-1.004.458.825,35,0,0
3250,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,MI,397.837.304,-1.004.458.825,33,0,0
3251,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,NC,397.837.304,-1.004.458.825,33,0,0
3252,14/03/2020,22:33:04,14/03/2020 22:33,US,Unknown,TN,397.837.304,-1.004.458.825,39,0,0
3253,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,MD,397.837.304,-1.004.458.825,32,0,0
3254,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,OH,397.837.304,-1.004.458.825,37,0,0
3255,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,WI,397.837.304,-1.004.458.825,32,0,1
3256,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,CT,397.837.304,-1.004.458.825,24,0,0
3257,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,UT,397.837.304,-1.004.458.825,28,0,0
3259,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,NV,397.837.304,-1.004.458.825,24,0,0
3260,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,IN,397.837.304,-1.004.458.825,20,0,0
3261,14/03/2020,18:53:03,14/03/2020 18:53,US,Unknown,RI,397.837.304,-1.004.458.825,20,0,0
3262,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,SC,397.837.304,-1.004.458.825,28,0,0
3263,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,IA,397.837.304,-1.004.458.825,18,0,0
3264,15/03/2020,02:53:02,15/03/2020 02:53,US,Unknown,KY,397.837.304,-1.004.458.825,20,0,0
3265,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,NE,397.837.304,-1.004.458.825,17,0,0
3266,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,AR,397.837.304,-1.004.458.825,16,0,0
3267,15/03/2020,02:53:03,15/03/2020 02:53,US,Washington DC,DC,397.837.304,-1.004.458.825,16,0,0
3268,15/03/2020,02:53:03,15/03/2020 02:53,US,Unknown,NM,397.837.304,-1.004.458.825,13,0,0
3269,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,AL,397.837.304,-1.004.458.825,12,0,0
3270,14/03/2020,18:13:23,14/03/2020 18:13,US,Unknown,AZ,397.837.304,-1.004.458.825,13,0,1
3271,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,SD,397.837.304,-1.004.458.825,9,1,0
3272,14/03/2020,22:33:03,14/03/2020 22:33,US,Unknown,KS,397.837.304,-1.004.458.825,8,1,0
3273,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,MT,397.837.304,-1.004.458.825,7,0,0
3274,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,NH,397.837.304,-1.004.458.825,13,0,0
3275,14/03/2020,18:13:20,14/03/2020 18:13,US,Unknown,DE,397.837.304,-1.004.458.825,7,0,0
3276,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,HI,397.837.304,-1.004.458.825,6,0,0
3277,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,ME,397.837.304,-1.004.458.825,12,0,0
3278,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,MS,397.837.304,-1.004.458.825,10,0,0
3279,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,ID,397.837.304,-1.004.458.825,5,0,0
3280,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,MO,397.837.304,-1.004.458.825,5,0,0
3281,14/03/2020,22:33:04,14/03/2020 22:33,US,Unknown,VT,397.837.304,-1.004.458.825,8,0,0
3282,14/03/2020,16:53:03,14/03/2020 16:53,US,Unknown,OK,397.837.304,-1.004.458.825,7,0,0
3283,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,GU,397.837.304,-1.004.458.825,3,0,0
3285,15/03/2020,02:53:03,15/03/2020 02:53,US,Unknown,WY,397.837.304,-1.004.458.825,3,0,0
3286,13/03/2020,14:53:03,13/03/2020 14:53,US,Unknown,AK,397.837.304,-1.004.458.825,1,0,0
3287,12/03/2020,09:33:03,12/03/2020 09:33,US,Unknown,ND,397.837.304,-1.004.458.825,1,0,0
3288,14/03/2020,16:15:18,14/03/2020 16:15,US,Unknown,VI,397.837.304,-1.004.458.825,1,0,0
3289,10/03/2020,02:33:04,10/03/2020 02:33,US,Unknown,WV,397.837.304,-1.004.458.825,0,0,0
3290,16/03/2020,21:53:03,16/03/2020 21:53,US,Unknown,NY,397.837.304,-1.004.458.825,967,10,0
3291,16/03/2020,23:53:03,16/03/2020 23:53,US,Washington DC,DC,397.837.304,-1.004.458.825,904,48,1
3292,16/03/2020,23:53:03,16/03/2020 23:53,US,Unknown,CA,397.837.304,-1.004.458.825,557,7,6
3293,16/03/2020,21:53:03,16/03/2020 21:53,US,Unknown,MA,397.837.304,-1.004.458.825,197,0,1
3294,16/03/2020,22:13:21,16/03/2020 22:13,US,Unknown,NJ,397.837.304,-1.004.458.825,178,2,1
3295,16/03/2020,23:53:03,16/03/2020 23:53,US,Unknown,CO,397.837.304,-1.004.458.825,160,1,0
3297,16/03/2020,22:13:21,16/03/2020 22:13,US,Unknown,LA,397.837.304,-1.004.458.825,136,3,0
3298,16/03/2020,16:53:06,16/03/2020 16:53,US,Unknown,GA,397.837.304,-1.004.458.825,121,1,0
3299,16/03/2020,22:13:21,16/03/2020 22:13,US,Unknown,IL,397.837.304,-1.004.458.825,105,0,2
3300,16/03/2020,23:53:03,16/03/2020 23:53,US,Unknown,TX,397.837.304,-1.004.458.825,85,0,0
3301,16/03/2020,20:13:20,16/03/2020 20:13,US,Unknown,PA,397.837.304,-1.004.458.825,77,0,0
3302,16/03/2020,16:53:06,16/03/2020 16:53,US,Unknown,MN,397.837.304,-1.004.458.825,54,0,0
3303,16/03/2020,14:38:46,16/03/2020 14:38,US,Unknown,MI,397.837.304,-1.004.458.825,53,0,0
3304,16/03/2020,22:13:21,16/03/2020 22:13,US,Unknown,TN,397.837.304,-1.004.458.825,52,0,0
3305,16/03/2020,20:13:21,16/03/2020 20:13,US,Unknown,OH,397.837.304,-1.004.458.825,50,0,0
3306,16/03/2020,22:13:21,16/03/2020 22:13,US,Unknown,VA,397.837.304,-1.004.458.825,49,1,0
3308,16/03/2020,20:13:20,16/03/2020 20:13,US,Unknown,WI,397.837.304,-1.004.458.825,47,0,1
3309,16/03/2020,20:13:20,16/03/2020 20:13,US,Unknown,NV,397.837.304,-1.004.458.825,45,1,0
3310,16/03/2020,20:13:20,16/03/2020 20:13,US,Unknown,MD,397.837.304,-1.004.458.825,41,0,3
3311,16/03/2020,02:33:09,16/03/2020 02:33,US,Unknown,OR,397.837.304,-1.004.458.825,39,1,0
3312,16/03/2020,22:33:03,16/03/2020 22:33,US,Unknown,UT,397.837.304,-1.004.458.825,39,0,0
3313,16/03/2020,23:53:03,16/03/2020 23:53,US,Unknown,NC,397.837.304,-1.004.458.825,38,0,0
3314,16/03/2020,22:33:03,16/03/2020 22:33,US,Unknown,SC,397.837.304,-1.004.458.825,33,1,0
3315,16/03/2020,20:13:20,16/03/2020 20:13,US,Unknown,CT,397.837.304,-1.004.458.825,30,0,0
3316,16/03/2020,22:33:03,16/03/2020 22:33,US,Unknown,AL,397.837.304,-1.004.458.825,29,0,0
3317,16/03/2020,22:33:03,16/03/2020 22:33,US,Unknown,IN,397.837.304,-1.004.458.825,25,1,0
3318,16/03/2020,23:53:03,16/03/2020 23:53,US,Unknown,IA,397.837.304,-1.004.458.825,23,0,0
3319,16/03/2020,17:13:23,16/03/2020 17:13,US,Unknown,AR,397.837.304,-1.004.458.825,22,0,0
3320,16/03/2020,23:53:03,16/03/2020 23:53,US,Washington DC,DC,397.837.304,-1.004.458.825,22,0,0
3321,16/03/2020,18:33:03,16/03/2020 18:33,US,Unknown,KY,397.837.304,-1.004.458.825,21,1,1
3322,16/03/2020,18:14:12,16/03/2020 18:14,US,Unknown,RI,397.837.304,-1.004.458.825,21,0,0
3324,16/03/2020,17:13:23,16/03/2020 17:13,US,Unknown,AZ,397.837.304,-1.004.458.825,18,0,1
3325,16/03/2020,17:13:23,16/03/2020 17:13,US,Unknown,NE,397.837.304,-1.004.458.825,18,0,0
3326,16/03/2020,18:14:12,16/03/2020 18:14,US,Unknown,ME,397.837.304,-1.004.458.825,17,0,0
3327,16/03/2020,22:33:03,16/03/2020 22:33,US,Unknown,NH,397.837.304,-1.004.458.825,17,0,0
3328,16/03/2020,02:53:12,16/03/2020 02:53,US,Unknown,NM,397.837.304,-1.004.458.825,17,0,0
3329,16/03/2020,22:33:03,16/03/2020 22:33,US,Unknown,MS,397.837.304,-1.004.458.825,13,0,0
3330,16/03/2020,17:13:23,16/03/2020 17:13,US,Unknown,VT,397.837.304,-1.004.458.825,12,0,0
3331,16/03/2020,17:13:23,16/03/2020 17:13,US,Unknown,KS,397.837.304,-1.004.458.825,11,1,0
3332,16/03/2020,18:14:12,16/03/2020 18:14,US,Unknown,OK,397.837.304,-1.004.458.825,10,0,0
3333,16/03/2020,20:13:20,16/03/2020 20:13,US,Unknown,SD,397.837.304,-1.004.458.825,10,1,0
3334,16/03/2020,20:13:20,16/03/2020 20:13,US,Unknown,DE,397.837.304,-1.004.458.825,8,0,0
3335,16/03/2020,02:53:12,16/03/2020 02:53,US,Unknown,HI,397.837.304,-1.004.458.825,7,0,0
3336,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,MT,397.837.304,-1.004.458.825,7,0,0
3337,16/03/2020,17:13:23,16/03/2020 17:13,US,Unknown,MO,397.837.304,-1.004.458.825,6,0,0
3338,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,ID,397.837.304,-1.004.458.825,5,0,0
3340,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,GU,397.837.304,-1.004.458.825,3,0,0
3341,15/03/2020,02:53:03,15/03/2020 02:53,US,Unknown,WY,397.837.304,-1.004.458.825,3,0,0
3342,13/03/2020,14:53:03,13/03/2020 14:53,US,Unknown,AK,397.837.304,-1.004.458.825,1,0,0
3343,12/03/2020,09:33:03,12/03/2020 09:33,US,Unknown,ND,397.837.304,-1.004.458.825,1,0,0
3344,16/03/2020,00:22:11,16/03/2020 00:22,US,Unknown,VI,397.837.304,-1.004.458.825,1,0,0
3345,10/03/2020,02:33:04,10/03/2020 02:33,US,Unknown,WV,397.837.304,-1.004.458.825,0,0,0
3346,17/03/2020,22:53:03,17/03/2020 22:53,US,Unknown,NY,397.837.304,-1.004.458.825,1706,13,0
3347,17/03/2020,23:33:03,17/03/2020 23:33,US,Washington DC,DC,397.837.304,-1.004.458.825,1076,55,1
3348,17/03/2020,22:53:03,17/03/2020 22:53,US,Unknown,CA,397.837.304,-1.004.458.825,698,12,6
3349,17/03/2020,20:13:22,17/03/2020 20:13,US,Unknown,NJ,397.837.304,-1.004.458.825,267,3,1
3350,17/03/2020,22:53:02,17/03/2020 22:53,US,Unknown,MA,397.837.304,-1.004.458.825,218,0,1
3352,17/03/2020,22:53:03,17/03/2020 22:53,US,Unknown,LA,397.837.304,-1.004.458.825,196,4,0
3353,17/03/2020,22:53:03,17/03/2020 22:53,US,Unknown,IL,397.837.304,-1.004.458.825,161,1,2
3354,17/03/2020,22:53:03,17/03/2020 22:53,US,Unknown,CO,397.837.304,-1.004.458.825,160,2,0
3355,17/03/2020,20:13:22,17/03/2020 20:13,US,Unknown,GA,397.837.304,-1.004.458.825,146,1,0
3356,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,PA,397.837.304,-1.004.458.825,112,0,0
3357,17/03/2020,20:13:22,17/03/2020 20:13,US,Unknown,TX,397.837.304,-1.004.458.825,110,1,0
3358,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,TN,397.837.304,-1.004.458.825,74,0,0
3359,17/03/2020,20:13:22,17/03/2020 20:13,US,Unknown,WI,397.837.304,-1.004.458.825,72,0,1
3360,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,CT,397.837.304,-1.004.458.825,68,0,0
3361,17/03/2020,20:53:02,17/03/2020 20:53,US,Unknown,OH,397.837.304,-1.004.458.825,67,0,0
3362,17/03/2020,20:13:22,17/03/2020 20:13,US,Unknown,VA,397.837.304,-1.004.458.825,67,2,0
3363,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,OR,397.837.304,-1.004.458.825,66,1,0
3364,17/03/2020,20:53:02,17/03/2020 20:53,US,Unknown,MI,397.837.304,-1.004.458.825,65,0,0
3365,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,NC,397.837.304,-1.004.458.825,64,0,0
3366,17/03/2020,16:13:14,17/03/2020 16:13,US,Unknown,MD,397.837.304,-1.004.458.825,60,0,3
3367,17/03/2020,17:53:03,17/03/2020 17:53,US,Unknown,MN,397.837.304,-1.004.458.825,60,0,0
3368,17/03/2020,23:33:02,17/03/2020 23:33,US,Unknown,NV,397.837.304,-1.004.458.825,56,1,0
3369,17/03/2020,20:53:02,17/03/2020 20:53,US,Unknown,UT,397.837.304,-1.004.458.825,51,0,0
3371,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,SC,397.837.304,-1.004.458.825,47,1,0
3372,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,AL,397.837.304,-1.004.458.825,39,0,0
3373,17/03/2020,17:53:03,17/03/2020 17:53,US,Unknown,ME,397.837.304,-1.004.458.825,32,0,0
3374,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,IN,397.837.304,-1.004.458.825,30,2,0
3375,17/03/2020,23:33:02,17/03/2020 23:33,US,Unknown,KY,397.837.304,-1.004.458.825,26,1,1
3376,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,NH,397.837.304,-1.004.458.825,26,0,0
3377,16/03/2020,23:53:03,16/03/2020 23:53,US,Unknown,IA,397.837.304,-1.004.458.825,23,0,0
3378,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,NM,397.837.304,-1.004.458.825,23,0,0
3379,17/03/2020,20:53:02,17/03/2020 20:53,US,Unknown,RI,397.837.304,-1.004.458.825,23,0,0
3380,16/03/2020,17:13:23,16/03/2020 17:13,US,Unknown,AR,397.837.304,-1.004.458.825,22,0,0
3381,16/03/2020,23:53:03,16/03/2020 23:53,US,Washington DC,DC,397.837.304,-1.004.458.825,22,0,0
3383,17/03/2020,17:53:03,17/03/2020 17:53,US,Unknown,MS,397.837.304,-1.004.458.825,21,0,0
3384,17/03/2020,17:53:03,17/03/2020 17:53,US,Unknown,NE,397.837.304,-1.004.458.825,21,0,0
3385,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,AZ,397.837.304,-1.004.458.825,20,0,1
3386,17/03/2020,17:53:03,17/03/2020 17:53,US,Unknown,OK,397.837.304,-1.004.458.825,19,0,0
3387,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,KS,397.837.304,-1.004.458.825,18,1,0
3388,17/03/2020,23:33:02,17/03/2020 23:33,US,Unknown,DE,397.837.304,-1.004.458.825,16,0,0
3389,16/03/2020,17:13:23,16/03/2020 17:13,US,Unknown,VT,397.837.304,-1.004.458.825,12,0,0
3390,17/03/2020,23:33:02,17/03/2020 23:33,US,Unknown,MO,397.837.304,-1.004.458.825,11,0,0
3391,17/03/2020,23:33:02,17/03/2020 23:33,US,Unknown,SD,397.837.304,-1.004.458.825,11,1,0
3392,17/03/2020,23:53:03,17/03/2020 23:53,US,Unknown,WY,397.837.304,-1.004.458.825,11,0,0
3393,17/03/2020,17:33:03,17/03/2020 17:33,US,Unknown,HI,397.837.304,-1.004.458.825,10,0,0
3394,17/03/2020,17:33:03,17/03/2020 17:33,US,Unknown,MT,397.837.304,-1.004.458.825,9,0,0
3395,17/03/2020,23:33:02,17/03/2020 23:33,US,Unknown,ID,397.837.304,-1.004.458.825,8,0,0
3397,17/03/2020,17:33:03,17/03/2020 17:33,US,Unknown,AK,397.837.304,-1.004.458.825,3,0,0
3398,15/03/2020,18:20:19,15/03/2020 18:20,US,Unknown,GU,397.837.304,-1.004.458.825,3,0,0
3399,17/03/2020,23:33:02,17/03/2020 23:33,US,Unknown,ND,397.837.304,-1.004.458.825,3,0,0
3400,17/03/2020,20:53:02,17/03/2020 20:53,US,Unknown,VI,397.837.304,-1.004.458.825,2,0,0
3401,17/03/2020,23:33:02,17/03/2020 23:33,US,Unknown,WV,397.837.304,-1.004.458.825,1,0,0
3402,18/03/2020,19:33:03,18/03/2020 19:33,US,Unknown,NY,397.837.304,-1.004.458.825,2495,16,0
3403,18/03/2020,14:13:56,18/03/2020 14:13,US,Washington DC,DC,397.837.304,-1.004.458.825,1014,55,0
3404,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,CA,397.837.304,-1.004.458.825,751,13,0
3406,18/03/2020,14:13:56,18/03/2020 14:13,US,Unknown,NJ,397.837.304,-1.004.458.825,267,3,0
3407,18/03/2020,19:33:03,18/03/2020 19:33,US,Unknown,LA,397.837.304,-1.004.458.825,257,4,0
3408,18/03/2020,14:13:56,18/03/2020 14:13,US,Unknown,MA,397.837.304,-1.004.458.825,218,0,0
3409,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,GA,397.837.304,-1.004.458.825,199,3,0
3410,18/03/2020,15:53:09,18/03/2020 15:53,US,Unknown,CO,397.837.304,-1.004.458.825,184,2,0
3411,18/03/2020,19:53:03,18/03/2020 19:53,US,Unknown,TX,397.837.304,-1.004.458.825,173,3,0
3412,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,IL,397.837.304,-1.004.458.825,162,1,0
3413,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,PA,397.837.304,-1.004.458.825,152,0,0
3414,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,WI,397.837.304,-1.004.458.825,92,0,0
3415,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,OH,397.837.304,-1.004.458.825,86,0,0
3416,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,MD,397.837.304,-1.004.458.825,85,0,0
3417,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,MI,397.837.304,-1.004.458.825,83,0,0
3418,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,TN,397.837.304,-1.004.458.825,79,0,0
3419,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,MN,397.837.304,-1.004.458.825,77,0,0
3420,18/03/2020,19:53:03,18/03/2020 19:53,US,Unknown,VA,397.837.304,-1.004.458.825,77,2,0
3421,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,NC,397.837.304,-1.004.458.825,70,0,0
3422,17/03/2020,23:13:10,17/03/2020 23:13,US,Unknown,CT,397.837.304,-1.004.458.825,68,0,0
3423,18/03/2020,13:53:03,18/03/2020 13:53,US,Unknown,OR,397.837.304,-1.004.458.825,68,2,0
3424,18/03/2020,19:14:34,18/03/2020 19:14,US,Unknown,NV,397.837.304,-1.004.458.825,55,1,0
